Item,Mean_nocontext,YMin_nocontext,YMax_nocontext,Mean_context,CILow,CIHigh,YMin_context,YMax_context
100571:7,4.9,3.6,6.002499999999998,5.9,0.9000000000000004,0.6999999999999993,5,6.6
100584:49,4,3,5,2.4,0.7999999999999998,0.8000000000000003,1.6,3.2
100603:25,2.4,1.7,3.202499999999998,3,1,1.0999999999999996,2,4.1
100784:45,4.9,3.5,6,3.7,1,1,2.7,4.7
100820:27,4.7,3.3,6.002499999999998,3.9,1.2999999999999998,1.3000000000000003,2.6,5.2
100889:88,5.9,5.2,6.6,3.9,1.4,1.4,2.5,5.3
100975:27,3.7,2.7,4.7,3,1.1,1.0999999999999996,1.9,4.1
101025:37,3.8,2.6,4.8024999999999975,2.9,1.0999999999999999,1.3000000000000003,1.8,4.2
101121:88,3.9,2.4,5.4,3.2,1.3000000000000003,1.3999999999999995,1.9,4.6
101243:85,3.3,2.1,4.6,2.1,0.6000000000000001,0.6000000000000001,1.5,2.7
101449:50,4.4,3,5.6,4,1,1,3,5
101464:11,4.5,3.4,5.5,4.3,1,0.7999999999999998,3.3,5.1
102005:100,3.4,2.1,4.7,1.5,0.3999999999999999,0.3999999999999999,1.1,1.9
102016:6,3.5,2.65,4.5,2.8,1.0999999999999999,1.0024999999999977,1.7,3.8024999999999975
10235:39,3.7,2.3,5.2,3.9,1.2999999999999998,1.3000000000000003,2.6,5.2
102431:45,3.7,2.6,4.7,4.3,0.8999999999999999,0.9000000000000004,3.4,5.2
102546:21,4.7,3.7,5.7,3.2,1.3000000000000003,1.3999999999999995,1.9,4.6
102781:19,2.9,1.8,4.1,4.5,1.7000000000000002,1.7000000000000002,2.8,6.2
102998:7,4.7,3.9,5.5,4.1,0.8024999999999993,0.9000000000000004,3.2975000000000003,5
103194:37,3,2.1,4,3.6,1.3000000000000003,1.4,2.3,5
103477:18,5,4.1,5.9,6,1,0.7000000000000002,5,6.7
103563:4,5.9,5,6.6,5.2,1.5,1.2000000000000002,3.7,6.4
103574:12,3.7,2.6,4.9,2.6,1.3,1.4999999999999996,1.3,4.1
103624:72,4.9,3.8,6,5.4,0.8000000000000007,0.7999999999999998,4.6,6.2
103644:40,5.9,4.9,6.6,5,0.9000000000000004,1,4.1,6
103644:84,5.2,4,6.3,6.3,0.5999999999999996,0.6000000000000005,5.7,6.9
103701:14,2.7,1.9,3.5,2.3,0.7999999999999998,0.9000000000000004,1.5,3.2
103788:26,5.6,4.6,6.4,6.4,0.40000000000000036,0.39999999999999947,6,6.8
103868:139,3.9,2.8,5,5,1,1,4,6
103911:47,5.6,4.7975,6.5,4.7,1.2000000000000002,1.0999999999999996,3.5,5.8
104196:61,4.8,3.9,5.6,3.2,1,1.0999999999999996,2.2,4.3
104230:49,4.6,3.4,5.7,5.2,0.9000000000000004,0.8999999999999995,4.3,6.1
104255:44,3.4,2.5,4.4,3.1,1,0.9999999999999996,2.1,4.1
104342:23,5.1,3.8,6.2,4.6,0.7999999999999998,0.7000000000000002,3.8,5.3
104694:41,4,2.6,5.5,2.5,0.8,1,1.7,3.5
105043:10,2.8,1.6,4.2,3.7,1.1025,1,2.5975,4.7
105338:42,4.3,3.2,5.3,5.4,1.2025000000000006,0.7999999999999998,4.1975,6.2
105485:20,4.6,3.4,5.8,3.2,1.2000000000000002,1.2999999999999998,2,4.5
105896:51,3,2.1,4,2.3,0.8999999999999999,1,1.4,3.3
106267:29,4.5,3.5,5.6,5,0.9000000000000004,0.7999999999999998,4.1,5.8
106391:27,2.8,1.9,3.9,2.9,1.2,1.4,1.7,4.3
106437:19,3.5,2.2,4.8,6.7,0.2999999999999998,0.2999999999999998,6.4,7
106565:53,4.9,3.8,5.8,4.1,0.9999999999999996,0.9024999999999981,3.1,5.002499999999998
106619:25,2.8,1.9,3.7,3.5,1.5,1.5999999999999996,2,5.1
106658:65,3,2,3.9,3.1,1.1,1.1,2,4.2
106691:93,4.6,3.3,5.8024999999999975,4.2,1.3000000000000003,1.202499999999998,2.9,5.402499999999998
107258:36,4.4,3.4,5.3,2.6,0.7000000000000002,0.6999999999999997,1.9,3.3
107469:25,4.9,4,5.8,5.2,1.1000000000000005,0.7999999999999998,4.1,6
107709:28,5.7,5.1,6.2,3.5,1.4,1.4000000000000004,2.1,4.9
107796:20,4.4,3.2,5.4,5.4,1,0.8999999999999995,4.4,6.3
107802:43,4,2.7,5.2,4.8,1,0.9000000000000004,3.8,5.7
107909:42,4.7,3.7,5.6,4.3,1.2999999999999998,1.2999999999999998,3,5.6
108182:30,3.6,2.4,5,4.2,1.4000000000000004,1.3024999999999975,2.8,5.502499999999998
108182:40,4,2.8,5.3,5,0.7999999999999998,0.7000000000000002,4.2,5.7
108349:80,4.2,3.1,5.2,5.6,1.0999999999999996,0.9024999999999981,4.5,6.502499999999998
10841:72,3.5,2.3,4.9,3.3,1.4,1.3024999999999975,1.9,4.602499999999997
108521:93,5.8,5.1,6.5,5.2,0.9000000000000004,0.7999999999999998,4.3,6
108737:78,4.4,3,5.7,4.8,0.8999999999999999,0.9000000000000004,3.9,5.7
108744:71,3.9,2.7975000000000003,5.1,4.9,1.3000000000000003,1.202499999999997,3.6,6.102499999999997
108757:10,5.4,4.4,6.2,6.2,0.7000000000000002,0.5024999999999977,5.5,6.702499999999998
108790:33,1.9,1,3,4.3,1.2999999999999998,1.2000000000000002,3,5.5
108790:55,4.7,3.9,5.4,3.5,1.2024999999999997,1.2999999999999998,2.2975000000000003,4.8
108807:56,5.5,4.7,6.3,5,0.9000000000000004,0.9000000000000004,4.1,5.9
108856:37,4.2,3.3,5,5.8,0.7999999999999998,0.7000000000000002,5,6.5
108856:73,2.4,1,3.8,5.4,1.2000000000000002,0.7999999999999998,4.2,6.2
10895:45,4.2,3.4,4.9,2.7,1.0000000000000002,1.1024999999999974,1.7,3.8024999999999975
108972:69,3.1,2.1,4.1,3.2,1.2000000000000002,1.5,2,4.7
108975:9,4.25,3.39875,5.1,3.4,1.1999999999999997,1.302499999999998,2.2,4.702499999999998
109040:25,3.7,2.5975,4.9,3.4,1,1.1999999999999997,2.4,4.6
109067:18,2.5,1.6,3.6,2.9,1.0999999999999999,1.3000000000000003,1.8,4.2
109067:39,3.2,2,4.3024999999999975,2.7,0.8000000000000003,0.8999999999999999,1.9,3.6
109067:60,3.1,2.2,4.1,2.3,0.8999999999999999,1,1.4,3.3
109255:17,5.3,4.3,6.2,5.4,0.9000000000000004,0.8024999999999975,4.5,6.202499999999998
109269:7,5.8,4.8,6.6,5.6,1.2024999999999997,0.9000000000000004,4.3975,6.5
109394:16,5.8,5.1,6.4,6,0.5024999999999995,0.40000000000000036,5.4975000000000005,6.4
109644:34,4.6,3.2,5.8,4.9,0.9000000000000004,0.8999999999999995,4,5.8
109712:50,4.3,3.2,5.4,2.5,1.1,1.2000000000000002,1.4,3.7
110359:35,4.4,3.3,5.5,4.5,1.2999999999999998,1.2999999999999998,3.2,5.8
110384:95,3.7,2.6,4.7,3.7,0.9000000000000004,1,2.8,4.7
110398:27,3.3,2.1,4.7,3.2,1.1,1.0999999999999996,2.1,4.3
110628:20,4.4,3.1,5.6,2.3,0.6999999999999997,1,1.6,3.3
11082:15,1.5,1.2,1.9,2.6,1.1,1.4,1.5,4
111407:85,4.1,3.1,5,3.7,1.1,1.0999999999999996,2.6,4.8
111758:13,4.2,3.3,5.2,2.9,1.0999999999999999,1.1999999999999997,1.8,4.1
112058:22,5.6,4.7,6.4,5.1,1.3999999999999995,1.402499999999998,3.7,6.502499999999998
112156:136,4.9,3.8,6,5.2,0.9000000000000004,0.7999999999999998,4.3,6
112290:7,5.7,5.1,6.3,4.1,1.1999999999999997,1.1000000000000005,2.9,5.2
11233:53,3,2,4.1,3.5,1.2999999999999998,1.2999999999999998,2.2,4.8
112498:14,3.5,2.4,4.7,2.3,0.5999999999999999,0.7000000000000002,1.7,3
112637:73,2.4,1.8,3,3.8,1.2999999999999998,1.2000000000000002,2.5,5
112844:32,3.3,2.4,4.202499999999998,3.6,1.3000000000000003,1.302499999999998,2.3,4.902499999999998
112989:20,4.9,3.9,5.8,4.1,1.3024999999999993,1.4000000000000004,2.7975000000000003,5.5
113277:12,3.9,2.8,5,2.7,0.8000000000000003,0.8999999999999999,1.9,3.6
11328:16,2.9,1.7,4.1,2,0.7,1.0024999999999977,1.3,3.0024999999999977
113457:49,2.5,1.4,3.8024999999999975,3,1,1.1024999999999974,2,4.102499999999997
113475:14,4.4,3.4,5.3,4.2,1.3000000000000003,1.0999999999999996,2.9,5.3
11353:13,2.9,2,3.7,2.3,0.9999999999999998,1.2000000000000002,1.3,3.5
113793:23,3.9,2.6,5,2.7,1.0000000000000002,1.1999999999999997,1.7,3.9
113850:63,4.1,3,5.2,2.3,0.6999999999999997,0.7000000000000002,1.6,3
113855:35,5,3.8,6.1,4.8,1.5,1.2999999999999998,3.3,6.1
113957:66,4.1,3.2,4.902499999999998,2.9,1.2,1.4024999999999976,1.7,4.3024999999999975
114202:81,5.6,4.7,6.3,3.7,1.1,0.8999999999999995,2.6,4.6
114255:29,3.4,1.9,5,2.5,1,1.2000000000000002,1.5,3.7
114588:104,4.2,3.1,5.3,6.4,0.5,0.5,5.9,6.9
114610:10,2.6,1.8,3.6,3.3,1.0999999999999996,1.1000000000000005,2.2,4.4
115343:46,5.7,4.6,6.6,5.5,1.0999999999999996,0.9000000000000004,4.4,6.4
115483:40,5.7,5,6.3,4.9,1.5000000000000004,1.2999999999999998,3.4,6.2
115490:21,4.3,3.1,5.5,4.1,1.2999999999999998,1.2000000000000002,2.8,5.3
115525:57,3.8,2.8,4.7,4.1,0.9999999999999996,1,3.1,5.1
11568:18,2.6,1.6,3.6,3.1,0.8999999999999999,0.8999999999999999,2.2,4
115742:25,5.5,4.8,6.2,4.4,1.2000000000000002,1.1999999999999993,3.2,5.6
115916:39,3.6,2.3,4.9,3,1.1,1.4000000000000004,1.9,4.4
116197:36,3.8,2.8,4.7,3.8,1.2999999999999998,1.2999999999999998,2.5,5.1
116252:35,4.3,3.2975000000000003,5.202499999999998,5.1,1.1999999999999997,1.1000000000000005,3.9,6.2
116495:21,4,2.9,5.1,1.8,0.8,1.2,1,3
116582:15,2.3,1.4,3.3,4.6,1.1999999999999997,1.1000000000000005,3.4,5.7
116717:11,4.9,3.4,6.1,3.4,1,1.1,2.4,4.5
116940:96,3.5,2.3,4.5,2.2,0.9000000000000001,1.2999999999999998,1.3,3.5
117330:23,4.3,3.1,5.5,4.8,1.0999999999999996,1,3.7,5.8
117354:63,5.3,4.3975,6.1,5.1,1.0999999999999996,0.9000000000000004,4,6
11767:21,2.7,1.7975,3.8,1.9,0.5999999999999999,0.7000000000000002,1.3,2.6
1177:17,5.7,4.9,6.4,5.6,0.7999999999999998,0.8000000000000007,4.8,6.4
117808:33,3.8,2.5,5.1,4,1.4,1.2999999999999998,2.6,5.3
117836:27,2.8,2.1,3.5024999999999977,2.7,0.9000000000000001,0.8999999999999999,1.8,3.6
118309:83,3.3,2.3,4.4,4,1,0.9000000000000004,3,4.9
118734:78,5.5,4.2,6.5,6,0.5999999999999996,0.5999999999999996,5.4,6.6
118753:13,3.9,2.7,4.902499999999998,5.5,1,0.9000000000000004,4.5,6.4
118769:33,4.8,3.6,5.9,3.1,1.1,1.1999999999999997,2,4.3
118955:17,4.4,3.2,5.6,5,1.2999999999999998,1,3.7,6
119111:78,3.4,2.4,4.5,4.9,1.1000000000000005,1,3.8,5.9
119144:63,4.1,2.8,5.3,3.3,1,1,2.3,4.3
11929:60,4.4,3.4,5.2,4,1.2999999999999998,1.4000000000000004,2.7,5.4
119842:10,2.6,1.4,4,1.7,0.5,0.7,1.2,2.4
11991:7,5.2,4.5,5.9,5.5,0.7000000000000002,0.7000000000000002,4.8,6.2
11992:7,6.3,5.6,6.9,5.5,0.7000000000000002,0.7000000000000002,4.8,6.2
119945:93,1.7,1.1,2.4,1.9,0.5,0.5,1.4,2.4
120178:18,2.2,1.3,3.3,3.7,1.2000000000000002,1.2000000000000002,2.5,4.9
120254:15,5.4,4.6,6,3.8,1.0999999999999996,1.1000000000000005,2.7,4.9
120455:20,4.3,3.5,5.002499999999998,3.7,1,1.2000000000000002,2.7,4.9
120455:28,3.5,2.5,4.5,3.4,1.1,1.0000000000000004,2.3,4.4
120456:22,2.3,1.4,3.3,4,0.7999999999999998,0.9000000000000004,3.2,4.9
120517:9,5,4,6,4.7,0.7000000000000002,0.7999999999999998,4,5.5
1206:10,4.2,2.9,5.4,5.9,1,0.6999999999999993,4.9,6.6
120747:13,2.1,1.4,3.102499999999998,2,0.7,0.7000000000000002,1.3,2.7
120873:46,2.3,1.7,2.9,3,0.8999999999999999,0.8999999999999999,2.1,3.9
120922:61,4.1,2.9,5.4,3.9,1.2999999999999998,1.3000000000000003,2.6,5.2
121023:37,4.2,2.9,5.5,5.1,1.2999999999999998,1.1000000000000005,3.8,6.2
12111:78,3.5,2.4,4.502499999999998,2.5,0.8,0.9024999999999976,1.7,3.4024999999999976
121141:6,6.2,5.4,6.8,5.6,1,0.9000000000000004,4.6,6.5
1214:19,4.5,3.3,5.7,5.1,1.0999999999999996,0.9000000000000004,4,6
121569:26,4.3,2.9,5.6,5.6,0.7999999999999998,0.8000000000000007,4.8,6.4
121757:115,3.8,2.8,4.7,1.5,0.5,0.7000000000000002,1,2.2
121757:134,4.1,2.7,5.4,3,1.1,1.202499999999998,1.9,4.202499999999998
121757:169,4.7,3.3975,5.9,2.8,1.1999999999999997,1.4000000000000004,1.6,4.2
121757:84,3.3,2.2,4.6,2.1,0.6000000000000001,0.7999999999999998,1.5,2.9
121775:13,3,1.9,4.2,2.3,1.0999999999999999,1.3000000000000003,1.2,3.6
121775:50,3.4,2.3,4.5,2.7,1.1,1.1999999999999997,1.6,3.9
121783:13,2.9,1.7,4.1,1.4,0.3999999999999999,0.7000000000000002,1,2.1
121793:107,3.2,2.0975,4.402499999999998,3.1,1,1.1999999999999997,2.1,4.3
121793:56,3.2,2,4.3,1.9,0.7,1.0024999999999977,1.2,2.9024999999999976
12194:43,3.6,2.9,4.3,1.8,0.6000000000000001,0.7,1.2,2.5
121941:10,3.2,2.2,4.3,3.4,1.1999999999999997,1.0000000000000004,2.2,4.4
122421:31,4.3,3.1,5.5,3.9,1.1,1.1,2.8,5
122706:39,4,2.9,5.1,2.6,0.9000000000000001,0.8999999999999999,1.7,3.5
122792:22,2.4,1.6,3.3,2.4,1,1.2000000000000002,1.4,3.6
122893:11,2.8,1.6,4.1,2.4,0.7,0.7000000000000002,1.7,3.1
123034:17,5.4,4.5975,6.1,3.8,0.8999999999999999,0.9000000000000004,2.9,4.7
123419:8,2.9,2,3.8,2.7,0.9000000000000001,1.0999999999999996,1.8,3.8
123714:38,3.8,2.7,5.1,1.9,0.5999999999999999,0.8999999999999999,1.3,2.8
123797:41,4,2.7,5.3024999999999975,3.5,1,1,2.5,4.5
123812:31,3.9,2.5,5.3,4.3,1.2999999999999998,1.2000000000000002,3,5.5
123916:50,3.7,2.6,4.7,3.1,1.0025,1.1999999999999997,2.0975,4.3
124385:34,5.2,4.3,6.1,5.5,1.0999999999999996,1,4.4,6.5
124500:45,4.2,3,5.4,5.1,0.8024999999999993,0.8000000000000007,4.2975,5.9
124653:71,5.3,4.6,6,5.7,0.7999999999999998,0.7000000000000002,4.9,6.4
124760:28,4.5,3.3,5.7,5.2,1.2000000000000002,0.8999999999999995,4,6.1
124787:54,2.7,1.8,3.8,1.6,0.40000000000000013,0.5,1.2,2.1
125063:17,3.9,3,4.7,3.4,1,1.0000000000000004,2.4,4.4
125651:10,5.1,3.7,6.3,5.4,0.7000000000000002,0.5999999999999996,4.7,6
125802:14,4.3,3.1,5.5,5.2,0.6000000000000005,0.5999999999999996,4.6,5.8
125857:6,5.2,4,6.2,4.8,1.1999999999999997,1.1000000000000005,3.6,5.9
125903:18,4.1,2.7,5.5,4.9,1.2000000000000002,1,3.7,5.9
12596:58,3.1,1.9,4.3,2.3,1.0024999999999997,1.3000000000000003,1.2975,3.6
12611:177,3.4,2.3,4.5,2.3,0.7999999999999998,1,1.5,3.3
126165:57,5.3,3.9975,6.4,6.1,0.8999999999999995,0.7000000000000002,5.2,6.8
126348:16,5.25,4.65,5.85,5.3,1.2024999999999997,1.1000000000000005,4.0975,6.4
126455:10,4.6,3.2,5.8,4.4,1.2000000000000002,1.1999999999999993,3.2,5.6
126460:28,4.7,4,5.5,5.4,1,0.7999999999999998,4.4,6.2
126604:16,4.7,3.5,5.9,5,1.1,1,3.9,6
126610:15,2.8,1.5,4.3,3.2,1.3000000000000003,1.2000000000000002,1.9,4.4
126632:62,4.2,3,5.4,3.7,1,1.2000000000000002,2.7,4.9
126761:25,4.9,4,5.7,5.3,1.2000000000000002,1,4.1,6.3
126761:30,5,4.1,5.9,5.4,0.9000000000000004,0.7999999999999998,4.5,6.2
127011:17,5.3,4.2,6.3,5.3,0.7999999999999998,0.7000000000000002,4.5,6
127169:7,5.3,4.4,6.1,5.2,0.7000000000000002,0.5999999999999996,4.5,5.8
127350:66,3,1.8,4.3,2,0.6000000000000001,0.6000000000000001,1.4,2.6
127456:31,5.2,4.2,6,5.3,1.4,1.2000000000000002,3.9,6.5
127596:32,3.7,2.5,5.002499999999998,4.7,1,1,3.7,5.7
127761:15,3.2,2.2,4.2,1.9,0.3999999999999999,0.3999999999999999,1.5,2.3
127919:39,3.2,2.1975000000000002,4.2,2.6,0.7000000000000002,0.8999999999999999,1.9,3.5
128104:24,4.2,3.5,4.9,3.9,1.2999999999999998,1.1,2.6,5
128305:9,3.2,2.1,4.4,2.8,0.9999999999999998,1.1,1.8,3.9
128489:17,4,2.8,5.2,3.6,1,1.1,2.6,4.7
128696:11,3.7,2.5,5,3.6,1.5,1.3000000000000003,2.1,4.9
129004:16,2.3,1.7,3,2.4,1,1.3000000000000003,1.4,3.7
129083:10,2.9,2.2,3.6,3,1.3,1.5,1.7,4.5
129171:26,3.6,2.3,4.8,3.4,1,1.1,2.4,4.5
129179:18,4.6,3.95,5.3,3.5,1.1,1.2000000000000002,2.4,4.7
129583:26,4.8,3.8975,5.8,3.5,1,1.0024999999999977,2.5,4.502499999999998
12998:28,4.7,3.2,6.1,5.2,1.5,1.2000000000000002,3.7,6.4
129990:36,4.9,3.8,5.8,5.8,0.7000000000000002,0.6000000000000005,5.1,6.4
130065:25,4.5,3.5,5.4,4.1,1.2999999999999998,1.3000000000000007,2.8,5.4
130087:11,4.1,2.8,5.5,3.8,1.1999999999999997,1.202499999999998,2.6,5.002499999999998
130276:4,5.6,4.8,6.4,6,1,0.7999999999999998,5,6.8
130514:28,4.2,3.4,4.9,4.7,0.5,0.7000000000000002,4.2,5.4
13056:42,6.5,6,7,5.6,0.7999999999999998,0.7000000000000002,4.8,6.3
130584:43,3.8,2.6,5.2,2.7,1.1,1.2999999999999998,1.6,4
13059:11,6.3,5.8,6.7,6.8,0.2999999999999998,0.20000000000000018,6.5,7
130755:109,3.3,2.1975000000000002,4.5,2.1,0.7000000000000002,0.6999999999999997,1.4,2.8
130776:48,4.3,3.1,5.5,2.6,1.1,1.2999999999999998,1.5,3.9
130776:68,3.9,2.9,5,2.3,0.7999999999999998,1,1.5,3.3
130807:72,4.3,3.2975000000000003,5.3,5.2,1.3000000000000003,1.2000000000000002,3.9,6.4
13087:15,3.7,2.5,5,4.4,1.0000000000000004,0.8999999999999995,3.4,5.3
130958:7,5.1,4,6.1,5.6,1.1999999999999993,0.8024999999999984,4.4,6.402499999999998
130994:56,2.8,2.1,3.6,1.7,0.5,0.8,1.2,2.5
131277:37,3.8,2.5,5.102499999999997,2.5,0.6000000000000001,0.8999999999999999,1.9,3.4
131278:6,5.2,4.4,6,4,1.2000000000000002,1.0999999999999996,2.8,5.1
131517:11,5.4,4.4,6.2,5.6,0.6999999999999993,0.6000000000000005,4.9,6.2
131523:14,4.5,3.4,5.6,4.5,1.2000000000000002,1.0999999999999996,3.3,5.6
131722:36,3.2,2,4.2,2.6,0.9000000000000001,0.9024999999999976,1.7,3.5024999999999977
132148:16,5,4.1,5.8,3.7,1.2000000000000002,1.3999999999999995,2.5,5.1
132402:20,5.3,4.2,6.2,5.9,0.6000000000000005,0.5,5.3,6.4
132454:18,4.9,3.6,6.1,5.8,0.8999999999999995,0.7999999999999998,4.9,6.6
132696:166,3.2,2.1,4.2,2.7,1.0025,1.1999999999999997,1.6975000000000002,3.9
132933:5,5.7,4.6,6.6,4.5,0.7000000000000002,0.7000000000000002,3.8,5.2
132933:57,4.2,3.1,5.3024999999999975,5.2,0.7999999999999998,0.7000000000000002,4.4,5.9
13296:18,5.1,4.3,6,6,0.7999999999999998,0.7000000000000002,5.2,6.7
133013:23,3.8,2.4,5.3,2.2,0.8000000000000003,1.1999999999999997,1.4,3.4
133228:13,3,2.1,4.1,3.1,1,1.0024999999999973,2.1,4.102499999999997
133358:40,5,4,5.9,4,1.2999999999999998,1.2000000000000002,2.7,5.2
13347:160,3.2,2.1,4.4,4.2,1.1,1.2000000000000002,3.1,5.4
13347:26,3.4,2,5,2.2,0.7000000000000002,0.7999999999999998,1.5,3
133518:49,4.7,3.5,5.7,3.9,0.6999999999999997,0.8000000000000003,3.2,4.7
134021:50,4.7,3.6975000000000002,5.6,6.2,0.5,0.5,5.7,6.7
134033:13,4.5,3.1,5.8,5.6,1,0.9000000000000004,4.6,6.5
134101:49,3.1,2,4.2,2.8,1.0999999999999999,1.3024999999999975,1.7,4.102499999999997
13411:17,4.7,3.6,5.7,6.1,0.7999999999999998,0.6000000000000005,5.3,6.7
134169:64,3.55,2.8,4.3,2.7,1.0000000000000002,1,1.7,3.7
134176:40,4.8,3.4,5.902499999999998,4.2,1.2000000000000002,1.2000000000000002,3,5.4
134176:70,5,3.7,6.2,5,0.9024999999999999,0.9000000000000004,4.0975,5.9
134199:41,4.3,3.4,5.1,4,0.7000000000000002,0.7000000000000002,3.3,4.7
13420:11,4,2.9,5.1,3.8,1.4,1.5,2.4,5.3
134228:135,4,2.8975,5.3,3.9,1.1,1.1,2.8,5
13424:16,4.9,3.8,5.8,5.2,1.1000000000000005,1.0999999999999996,4.1,6.3
13424:44,4,3.1,4.8,4.6,1.2999999999999998,1.1000000000000005,3.3,5.7
134301:16,3.7,2.5,4.9,3.1,1.2000000000000002,1.3000000000000003,1.9,4.4
134420:14,4.2,2.9,5.5,2.8,1.0024999999999997,1.2000000000000002,1.7975,4
134420:23,3.7,2.7,4.6,3.2,1.1,1.2000000000000002,2.1,4.4
134426:23,2.9,1.7975,4.3,3.6,1,0.9999999999999996,2.6,4.6
134426:32,3.4,2.4,4.4,3.7,1.5,1.3999999999999995,2.2,5.1
134426:41,3.3,2.2,4.4,3.2,0.9000000000000004,1,2.3,4.2
134426:48,3.9,2.7,5.102499999999997,2.5,1.3,1.5,1.2,4
134479:41,5.4,4.3,6.4,4.6,0.5999999999999996,0.7000000000000002,4,5.3
13469:7,5.3,3.9,6.5,5.7,1.1000000000000005,1,4.6,6.7
135016:25,3.4,2.1,4.7,1.6,0.5,0.7999999999999998,1.1,2.4
135035:25,3.8,2.7,4.9,2.2,0.6000000000000001,0.5999999999999996,1.6,2.8
135381:35,4.7,3.3,6,5.2,0.7999999999999998,0.8999999999999995,4.4,6.1
135453:35,4.7,3.8,5.5,5.2,0.8025000000000002,0.7999999999999998,4.3975,6
135535:24,5.1,4,6,5.7,0.7000000000000002,0.7000000000000002,5,6.4
135551:31,3.6,2.6,4.8,4.9,1.4000000000000004,1.3024999999999975,3.5,6.202499999999998
136110:19,3.5,2.6,4.3,3,0.7999999999999998,1.0999999999999996,2.2,4.1
