Item,Mean_nocontext,YMin_nocontext,YMax_nocontext,Mean_context,CILow,CIHigh,YMin_context,YMax_context
164770:133,4.6,3.8,5.2,3.9,1,1.0000000000000004,2.9,4.9
164858:59,4.2,3.1,5.4,4.6,1.4024999999999994,1.3000000000000007,3.1975000000000002,5.9
164949:21,2.9,2,3.8,4,1.2000000000000002,1.2999999999999998,2.8,5.3
165280:27,4.3,2.9,5.7,2.9,1.0999999999999999,1.3000000000000003,1.8,4.2
165513:41,5.4,4.5,6.1,4.4,1.3000000000000003,1.2999999999999998,3.1,5.7
165687:30,4.8,3.7,5.9,3.7,1,1.0999999999999996,2.7,4.8
16570:13,5,4,6,4.7,1,0.8999999999999995,3.7,5.6
165750:14,3.5,2.6,4.6,4.3,1.2999999999999998,1.4000000000000004,3,5.7
165858:16,5,4.1,5.8,6,0.2999999999999998,0.2999999999999998,5.7,6.3
16608:27,3.5,2.3,4.9,4.2,1.1,1.2000000000000002,3.1,5.4
166085:182,4.7,3.5,5.8,4.6,1.1999999999999997,1,3.4,5.6
166169:26,5.2,4,6.2,6.2,0.40000000000000036,0.39999999999999947,5.8,6.6
166177:13,5.5,4.2,6.5,4.4,0.8000000000000003,0.6999999999999993,3.6,5.1
16640:26,5.5,4.5,6.4,6,1.2999999999999998,0.9000000000000004,4.7,6.9
166453:10,2.8,1.7,4.1,2.1,0.8,1.1,1.3,3.2
166634:38,1.9,1.3,2.6,2.4,1.0999999999999999,1.3000000000000003,1.3,3.7
166762:101,5.2,4.4,5.9,3.3,1,1.1000000000000005,2.3,4.4
166774:13,3.9,3.0975,4.9,4.7,0.8000000000000003,0.7999999999999998,3.9,5.5
166799:28,5.6,4.4,6.5,5.6,0.9024999999999999,0.8000000000000007,4.6975,6.4
166806:63,2.9,1.9,4.1,3.7,1.4000000000000004,1.5,2.3,5.2
166817:15,3,2,4.1,1.8,0.6000000000000001,0.9000000000000001,1.2,2.7
166876:51,3.6,2.6,4.7,2.2,0.6000000000000001,0.6999999999999997,1.6,2.9
166903:55,5.2,4.3975,6.002499999999998,5.9,0.5,0.5,5.4,6.4
166971:48,4.3,3.2,5.5,3.5,1.1,1.2000000000000002,2.4,4.7
167015:43,3.7,2.5,4.7,2.8,0.8999999999999999,1.1,1.9,3.9
167037:72,4.1,2.8,5.3,2.4,0.8999999999999999,1.1,1.5,3.5
167299:10,3,1.9,4.2,3.2,1.3000000000000003,1.3999999999999995,1.9,4.6
167359:42,4.9,3.5,6.1,6.1,1.0999999999999996,0.9000000000000004,5,7
168216:15,4,3,5,3.1,0.8000000000000003,0.8999999999999999,2.3,4
168217:7,2.2,1.3,3.4,4.8,1.5,1.2000000000000002,3.3,6
168218:13,4.3,3.1,5.5,4.2,0.8025000000000002,0.8999999999999995,3.3975,5.1
168236:157,3.8,2.6,4.9,4,1,0.9000000000000004,3,4.9
168555:17,3.6,2.4,4.8024999999999975,1.6,0.5,0.5,1.1,2.1
168569:28,5.4,4.3975,6.4,6.2,0.7999999999999998,0.7000000000000002,5.4,6.9
168576:39,5.7,4.6,6.5,6.2,0.9000000000000004,0.7000000000000002,5.3,6.9
1686:32,3.9,2.9,4.8,2.4,1.0024999999999997,1.1024999999999978,1.3975000000000002,3.5024999999999977
168606:48,3.7,2.6,4.9,4.1,1.0999999999999996,1,3,5.1
168607:32,3.3,2.5,4.2,3.2,1.2000000000000002,1.2999999999999998,2,4.5
168823:14,3.8,2.8,4.9,2.1,0.7000000000000002,0.7999999999999998,1.4,2.9
168976:57,4.6,3.4975,5.7,3.8,1,0.7999999999999998,2.8,4.6
168977:55,5.2,3.9,6.1,5,1.2000000000000002,1,3.8,6
168982:36,4.9,3.7,6.1,5.2,0.7024999999999997,0.7000000000000002,4.4975000000000005,5.9
168991:40,4.9,3.9,5.8,5.6,1,0.9000000000000004,4.6,6.5
169024:29,2.1,1.3,3,3,1.0025,1.2999999999999998,1.9975,4.3
169028:53,3.2,2.2,4.2,4.5,1.2999999999999998,1.2000000000000002,3.2,5.7
169366:50,5.3,4.4,6.102499999999997,5.3,0.8999999999999995,0.7999999999999998,4.4,6.1
169714:12,3,1.8975000000000002,4.3,2,0.8999999999999999,1.1,1.1,3.1
169818:78,4,3.29875,4.75,3.3,1.1999999999999997,1.2999999999999998,2.1,4.6
169856:19,4.9,3.9,5.7,5.5,1.0999999999999996,0.9000000000000004,4.4,6.4
169857:78,3.2,1.9,4.5,3,1.2,1.2000000000000002,1.8,4.2
169890:62,5.1,4,5.9,5.8,1,0.7000000000000002,4.8,6.5
169898:50,3.7,2.6,4.9,1.9,0.5,0.5,1.4,2.4
169902:90,4.9,3.9,5.8,5.2,1.3000000000000003,1.0024999999999977,3.9,6.202499999999998
169939:81,4.7,3.5,5.8,3.5,0.7999999999999998,0.9000000000000004,2.7,4.4
170022:25,4.5,3.1,5.8,3.3,1.0999999999999996,1,2.2,4.3
17008:76,4.7,3.3,5.9,4.4,1.1000000000000005,1,3.3,5.4
170188:13,4.7,3.4975,5.8,4.4,1.4025000000000003,1.2999999999999998,2.9975,5.7
170188:22,4.2,2.6,5.7,4.5,1.2999999999999998,1.4000000000000004,3.2,5.9
170740:34,3.1,2.1,4.3,2.2,0.9000000000000001,1.0999999999999996,1.3,3.3
170859:54,3.4,2.1,4.7,2.8,0.7999999999999998,1,2,3.8
170937:25,6,5,6.8,6,1.0999999999999996,0.9000000000000004,4.9,6.9
171124:6,4.1,3,5.1,4.4,1.0000000000000004,1.0999999999999996,3.4,5.5
171199:29,2.8,1.8,3.9,3.4,1.5,1.6999999999999997,1.9,5.1
171282:63,4,2.8,5.3,5.6,1.0999999999999996,0.9000000000000004,4.5,6.5
171283:17,4,2.8,5.1,5,1.2000000000000002,1,3.8,6
171283:28,6.1,5.5,6.7,5.9,1,0.7999999999999998,4.9,6.7
171296:110,4.5,3.4,5.5,5.7,0.7000000000000002,0.5,5,6.2
171344:39,3.2,2.0975,4.4,1.9,0.5999999999999999,0.6024999999999978,1.3,2.5024999999999977
171678:13,3.2,2.1,4.5,2.2,0.8000000000000003,0.8999999999999999,1.4,3.1
171692:24,3.1,1.9,4.4,2.5,0.7,0.7999999999999998,1.8,3.3
171693:31,3.7,2.6,4.8,2.2,0.8000000000000003,1,1.4,3.2
171919:12,2.8,1.7,4,2,0.8,1,1.2,3
171919:19,1.8,1.0975000000000001,2.7,3.6,1.1,0.9999999999999996,2.5,4.6
171931:87,4.3,3.1,5.3,1.3,0.19999999999999996,0.30000000000000004,1.1,1.6
171967:54,5.1,4.4,5.8,6.2,0.6000000000000005,0.5,5.6,6.7
171972:37,4.3,3.2,5.5,5.9,1,0.7999999999999998,4.9,6.7
172002:14,4.1,3.2,5.002499999999998,5.8,0.5,0.40000000000000036,5.3,6.2
172225:11,4.4,3.3,5.4,3.6,1.2000000000000002,1.1999999999999997,2.4,4.8
172264:114,4.9,4.1,5.7,4.4,1.1000000000000005,1.0999999999999996,3.3,5.5
172589:128,3.8,2.5,4.9,1.9,0.3999999999999999,0.3999999999999999,1.5,2.3
172629:33,3.6,2.5,4.7,2.2,0.8000000000000003,1.1999999999999997,1.4,3.4
172656:9,5,3.7,6.1,6,0.5,0.5,5.5,6.5
173289:7,5.9,4.9,6.6,4.9,1.3000000000000003,1.1999999999999993,3.6,6.1
173724:18,6.2,5.4,6.8,6.2,0.7999999999999998,0.5999999999999996,5.4,6.8
173813:37,3.6,2.5,4.7,3.2,0.9000000000000004,0.7999999999999998,2.3,4
174160:14,5.4,4.6,6.2,4.5,1.1,1.0999999999999996,3.4,5.6
174196:39,3.7,2.6,4.8,2.3,0.5999999999999999,0.7000000000000002,1.7,3
174455:135,4.1,3.1,4.9,3.4,1.1999999999999997,1.4,2.2,4.8
174570:7,4.95,4.1,5.75,3.1,1.1,1.1,2,4.2
174581:22,4.1,3,5.1,2.9,1,1.1999999999999997,1.9,4.1
174864:19,3.3,2.3,4.4,2.5,1,1.1,1.5,3.6
174932:42,5.4,4.5,6.2,5.1,1,1,4.1,6.1
175399:7,4.7,3.8,5.5,4.6,0.9999999999999996,0.8000000000000007,3.6,5.4
17546:43,4.9,3.7,6.1,5.7,0.6000000000000005,0.5999999999999996,5.1,6.3
175669:10,5.5,4.7,6.2,5.8,0.7999999999999998,0.7000000000000002,5,6.5
175702:23,5.4,4.5,6.3,4.8,1.4,1.2000000000000002,3.4,6
175724:80,4.6,3.5,5.6,4,1.2000000000000002,1.202499999999998,2.8,5.202499999999998
176211:25,3.6,2.2975000000000003,5,3.4,1.4,1.5000000000000004,2,4.9
176324:16,3.1,1.7,4.5,2.1,0.6025,0.8024999999999975,1.4975,2.9024999999999976
176346:16,3.2,2.4,4,2.9,1.0024999999999997,1.1999999999999997,1.8975000000000002,4.1
176346:41,3.5,2.5,4.5,3.3,1.1999999999999997,1.2999999999999998,2.1,4.6
176628:53,4.1,3.1,5,1.9,0.7024999999999997,1.0024999999999977,1.1975000000000002,2.9024999999999976
176651:43,5.7,5.1,6.2,5.4,1.3000000000000007,1.1999999999999993,4.1,6.6
176780:98,3.8,2.4975,5.1,3,0.7000000000000002,0.7024999999999979,2.3,3.702499999999998
176908:22,3.2,1.8,4.7,2.8,0.9999999999999998,1.2000000000000002,1.8,4
176952:43,3.3,2.2,4.5,2.3,0.7999999999999998,0.8000000000000003,1.5,3.1
176960:92,4.3,3.1,5.5,3.9,1,1.0000000000000004,2.9,4.9
177013:13,4.3,3.2,5.5,2.4,0.7999999999999998,0.8999999999999999,1.6,3.3
177102:83,3.6,2.4,4.9,2.2,0.8000000000000003,1,1.4,3.2
177105:58,4.2,3.2,5.1,3.2,1.3000000000000003,1.2999999999999998,1.9,4.5
17721:21,3.3,2.1,4.5,1.5,0.3999999999999999,0.3999999999999999,1.1,1.9
177328:13,3.2,2,4.6,3.2,1,1.2000000000000002,2.2,4.4
177474:15,4.5,3.5975,5.4,4.4,1.2025000000000001,1.1999999999999993,3.1975000000000002,5.6
177493:13,3.1,2.4,3.8,2.2,1.0000000000000002,1.0999999999999996,1.2,3.3
18087:40,5.3,4,6.402499999999998,4.1,1.3999999999999995,1.2000000000000002,2.7,5.3
18285:38,2.5,1.6,3.5,1.8,0.40000000000000013,0.40000000000000013,1.4,2.2
18335:127,3.7,2.6,4.6,2.1,0.6000000000000001,0.6999999999999997,1.5,2.8
1843:22,4,2.9,5,4.2,1.3000000000000003,1.3999999999999995,2.9,5.6
18479:6,4.8,3.6975000000000002,5.8,5.9,0.6000000000000005,0.6999999999999993,5.3,6.6
18547:110,4.2,2.8,5.5,2.8,1.0999999999999999,1.1,1.7,3.9
18660:24,5.9,5.2,6.6,4.5,1,0.9000000000000004,3.5,5.4
19045:21,5.25,4.5,6,5.5,1.2000000000000002,0.9000000000000004,4.3,6.4
19161:75,4.3,3.0975,5.5,3.2,1.3000000000000003,1.5,1.9,4.7
19223:138,3.9,2.8,5.1,3.2,0.9024999999999999,1.0999999999999996,2.2975000000000003,4.3
19284:42,3.5,2.3975,4.502499999999998,3.3,1.4,1.6000000000000005,1.9,4.9
19295:81,2.7,1.8,3.7,2.5,1,1.2999999999999998,1.5,3.8
19360:7,5.2,3.9,6.2,5.2,1.4000000000000004,1.0999999999999996,3.8,6.3
1939:10,3,2,4.1,3.7,1.4000000000000004,1.3999999999999995,2.3,5.1
19474:11,2.3,1.4,3.3,2.5,0.7,0.7999999999999998,1.8,3.3
19697:27,5.9,4.7,6.7,5.3,1.2999999999999998,1,4,6.3
19728:11,4.2,3,5.4,2,0.6000000000000001,0.7999999999999998,1.4,2.8
19744:12,3.3,2.2,4.5,1.9,0.7,0.8999999999999999,1.2,2.8
19745:104,3.1,2,4.3,2.8,1.0999999999999999,1.1,1.7,3.9
1988:12,5.2,3.9,6.4,5.4,1.1000000000000005,0.8999999999999995,4.3,6.3
19933:5,5.4,4.4,6.2,5.8,0.7999999999999998,0.7999999999999998,5,6.6
19999:14,5.9,4.6975,6.7,5.9,0.40000000000000036,0.5,5.5,6.4
20045:19,3.2,2.5,4,3.3,1.0024999999999995,1.0024999999999977,2.2975000000000003,4.3024999999999975
2006:5,6.2,5.7,6.6,5.8,1,0.7999999999999998,4.8,6.6
20142:232,2.5,1.6,3.6,3.7,1.1,1.0999999999999996,2.6,4.8
20170:26,4.2,3.1,5.2,3.1,1,1.1,2.1,4.2
20176:47,4.7,3.6975000000000002,5.7,4.4,1.3000000000000003,1.0999999999999996,3.1,5.5
20307:42,3.5,2.4,4.702499999999998,2.4,1,1.1,1.4,3.5
20718:26,4.1,2.9,5.1,4.9,1.3000000000000003,1.1999999999999993,3.6,6.1
20722:22,4.7,3.4,5.9,2.5,0.6000000000000001,0.7000000000000002,1.9,3.2
20734:50,3.4,2.2,4.7,2.7,1.1,1.3999999999999995,1.6,4.1
20734:79,5.5,4.4,6.402499999999998,5.4,1.4000000000000004,1.0999999999999996,4,6.5
20838:36,4.2,3.1,5.2,2.7,0.9000000000000001,1.1999999999999997,1.8,3.9
20839:32,5.4,4.6,6.2,4.9,0.7000000000000002,0.6999999999999993,4.2,5.6
2100:38,3.1,2.5,3.8,2.2,0.9000000000000001,1.1999999999999997,1.3,3.4
21020:14,4.2,2.9,5.4,4.7,0.7000000000000002,0.5999999999999996,4,5.3
21123:14,5,4.1,5.8,4.9,1.2000000000000002,1,3.7,5.9
2180:39,5.8,5.3,6.2,3.5,1.2999999999999998,1.2999999999999998,2.2,4.8
2199:135,4.6,3.3,5.8,3.1,1.3,1.3000000000000003,1.8,4.4
22018:5,5.4,4.3,6.3,6.3,0.7999999999999998,0.6000000000000005,5.5,6.9
22419:43,3.2,2.2,4.4,4.2,1.2000000000000002,1.0999999999999996,3,5.3
22630:77,5.1,3.7,6.3,4.2,0.8000000000000003,0.8024999999999975,3.4,5.002499999999998
22656:29,3,2.1975000000000002,4,3.2,1.2000000000000002,1.202499999999998,2,4.402499999999998
22657:23,3.9,2.4,5.4,3.2,1,0.8999999999999995,2.2,4.1
22696:54,3.8,2.6,5.002499999999998,4.6,1.3024999999999993,1.2000000000000002,3.2975000000000003,5.8
22799:53,3.3,2.5,4.1,2.1,0.7000000000000002,0.7999999999999998,1.4,2.9
22932:13,3.7,2.7,4.8,2.6,0.7000000000000002,0.7024999999999975,1.9,3.3024999999999975
22933:25,3.4,2.4,4.4,4,1,0.9000000000000004,3,4.9
22992:33,5.3,4.8,5.8,5.7,0.6000000000000005,0.5999999999999996,5.1,6.3
23017:54,3.6,2.5,4.7,2.2,0.9000000000000001,1.0999999999999996,1.3,3.3
2335:27,4.4,3.2975000000000003,5.3,3.8,1.1999999999999997,1.1000000000000005,2.6,4.9
2345:21,4.1,3.3,4.7,5.1,0.7999999999999998,0.8000000000000007,4.3,5.9
2345:39,3.3,2.1,4.7,3.4,1,0.8999999999999999,2.4,4.3
23510:57,4.1,2.5,5.6,4.3,1.4,1.2000000000000002,2.9,5.5
23630:11,4.4,3.3,5.4,3.9,1.4,1.3000000000000003,2.5,5.2
23634:28,4,2.6,5.5,2.3,0.9999999999999998,1.1,1.3,3.4
23641:34,4,2.8,5.0049999999999955,5.5,1.0999999999999996,0.9000000000000004,4.4,6.4
23861:102,3.9,2.8,4.902499999999998,3,0.8999999999999999,1,2.1,4
23861:130,3.2,1.9,4.7,1.4,0.3999999999999999,0.6000000000000001,1,2
23951:137,3.5,2.5,4.6,4.5,1.1,1.0999999999999996,3.4,5.6
23994:24,4.6,3.3975,5.8,4.7,1.3000000000000003,1.2000000000000002,3.4,5.9
24055:33,4,2.9,5.2,5.1,1.2024999999999997,1.2000000000000002,3.8975,6.3
24056:22,4.1,2.8,5.3,3.4,1,1.0000000000000004,2.4,4.4
24192:41,2.7,1.6,4,3.4,1.1024999999999996,1.1,2.2975000000000003,4.5
24388:44,3.6,2.4,4.8,2.1,0.7000000000000002,0.8999999999999999,1.4,3
24418:16,2.1,1.2,3.1,1.9,0.5999999999999999,0.7000000000000002,1.3,2.6
24421:47,4,2.8975,5.4,1.9,0.6024999999999998,0.8999999999999999,1.2975,2.8
24421:69,4.7,3.7,5.6,4,1.2999999999999998,1.3024999999999975,2.7,5.3024999999999975
24443:14,4.5,3.4,5.6,4.6,0.8999999999999995,0.9000000000000004,3.7,5.5
2454:46,3.6,2.4,5,3.6,1,1.1,2.6,4.7
24580:124,4.2,3,5.3,4,1.2024999999999997,1.2000000000000002,2.7975000000000003,5.2
24771:51,5.2,3.9,6.3,5.2,0.5,0.39999999999999947,4.7,5.6
24802:122,3.9,3.1,4.8,3.3,1,1,2.3,4.3
24846:25,3.9,2.6,5.1,5.4,1.1000000000000005,0.8999999999999995,4.3,6.3
24959:32,3.8,2.6,5.1,2,0.6024999999999998,0.7999999999999998,1.3975000000000002,2.8
24962:14,3.5,2.7,4.4,5.6,1.2024999999999997,1,4.3975,6.6
25010:18,3,1.9,4.2,2.6,0.9000000000000001,1.1999999999999997,1.7,3.8
25273:85,4.3,2.9,5.5,4.8,0.8999999999999999,0.9000000000000004,3.9,5.7
25479:56,3,1.9,4.2,2.3,0.7999999999999998,0.9024999999999981,1.5,3.202499999999998
25608:31,4.7,3.5,5.8,4.1,1.1999999999999997,1.1000000000000005,2.9,5.2
2582:17,3.8,2.4,5.2,4.3,1.0999999999999996,1,3.2,5.3
26057:49,3.4,2.4,4.6,2.5,0.8,0.8999999999999999,1.7,3.4
26291:55,4.4,3.4,5.2,5,1.1,1,3.9,6
26735:64,4.7,3.4975,5.8,3.4,1,1.0000000000000004,2.4,4.4
26819:29,3.9,2.8,5,3.5,1,1.0999999999999996,2.5,4.6
26977:14,4.8,3.6,5.9,4.9,1.3000000000000003,1.2999999999999998,3.6,6.2
27056:5,5.1,3.8,6.2,6.4,0.40000000000000036,0.39999999999999947,6,6.8
27147:10,5,3.7,6,4.9,1.3000000000000003,1.2999999999999998,3.6,6.2
2722:7,5.8,4.9,6.5,5.4,1.1000000000000005,1.0999999999999996,4.3,6.5
27330:65,3.9,2.8,4.9,4.4,1.3000000000000003,1.2999999999999998,3.1,5.7
27507:15,2.6,1.9,3.5,2.3,0.6999999999999997,0.7024999999999979,1.6,3.0024999999999977
2767:14,4.3,3,5.502499999999998,5.9,0.6000000000000005,0.39999999999999947,5.3,6.3
27683:75,3.8,2.6,5.1,6.1,1,0.8000000000000007,5.1,6.9
27773:13,5.1,3.9,6.1,5.9,0.8000000000000007,0.5999999999999996,5.1,6.5
27780:99,4.6,3.2,5.6,5,1,1,4,6
27798:15,4.5,3.5,5.2,4.1,1.1999999999999997,1.2000000000000002,2.9,5.3
27799:10,2.7,1.9,3.7,3.5,1.2000000000000002,1.2999999999999998,2.3,4.8
27803:45,3.2,2.0975,4.4,2.5,1.1,1.2999999999999998,1.4,3.8
27808:28,5.1,4.1,6.1,5.2,0.9000000000000004,0.8999999999999995,4.3,6.1
27864:37,4.8,3.6,5.9,6.1,0.5,0.5,5.6,6.6
28274:4,5.3,4.2,6.2,5.9,0.5,0.5999999999999996,5.4,6.5
28335:95,4,2.9,5.1,4.5,1.2000000000000002,1.2000000000000002,3.3,5.7
28597:28,4,2.8,5.102499999999997,4.4,1.0000000000000004,0.8999999999999995,3.4,5.3
28711:26,5.1,3.7975000000000003,6.3,5.6,1,0.8000000000000007,4.6,6.4
28734:50,2.3,1.3975000000000002,3.3,1.7,0.7,1.0000000000000002,1,2.7
29177:102,2.1,1.3,3,2.2,0.8000000000000003,1,1.4,3.2
29177:21,4.5,3.2,5.7,2.8,0.9999999999999998,1,1.8,3.8
29180:50,4,2.8,5.2,3.7,1,1.2000000000000002,2.7,4.9
29208:96,3.2,2,4.6,3.4,0.8999999999999999,0.8999999999999999,2.5,4.3
29227:52,3,1.9,4.5,2.7,1.0000000000000002,1.0999999999999996,1.7,3.8
29326:35,4,2.9,5.202499999999998,2.7,0.8025,0.8999999999999999,1.8975000000000002,3.6
29385:35,3.1,1.9,4.2,2.9,1.0999999999999999,1.0024999999999977,1.8,3.9024999999999976
29410:26,3.8,2.5,5.1,2.6,1,1.1999999999999997,1.6,3.8
29416:66,5.3,4.4,6.2,6.1,0.5,0.5,5.6,6.6
29611:17,3.8,2.5,5.1,3.1,1.1,1.4,2,4.5
29678:24,3.3,2.3,4.4,3.4,1.1,1.3000000000000003,2.3,4.7
30001:7,4.5,3.2975000000000003,5.6,4.8,1.4,1.2000000000000002,3.4,6
30391:26,2,1,3.4,5.2,1,1,4.2,6.2
30391:38,4.6,3.7,5.5,4.8,1.2999999999999998,1.2000000000000002,3.5,6
30428:73,4.2,3.1,5.4,4.1,1.0999999999999996,1,3,5.1
30438:27,2.9,2.2,3.5,3.9,1.1999999999999997,1.1999999999999997,2.7,5.1
30439:48,3.9,2.8,5,3.6,1.1,1.1,2.5,4.7
30493:38,2.6,1.8,3.6,2.5,1.1,1.2999999999999998,1.4,3.8
30504:13,3.5,2.2,4.7,4.1,1.2999999999999998,1.3000000000000007,2.8,5.4
30596:33,3,1.8,4.3,2.9,0.8999999999999999,0.8999999999999999,2,3.8
30872:58,2.4,1.6,3.4,2.4,0.5024999999999997,0.6000000000000001,1.8975000000000002,3
30987:12,5.2,4.0975,6.2,5.2,1.3000000000000003,1.0999999999999996,3.9,6.3
31080:59,4.6,3.7975000000000003,5.4,5,1.2000000000000002,1,3.8,6
31080:8,1.6,1,2.5,5.3,0.8024999999999993,0.7999999999999998,4.4975000000000005,6.1
31180:170,4.6,3.3,5.9,3.7,1,1.0999999999999996,2.7,4.8
31180:58,4.3,3,5.6,4,1.5025,1.5999999999999996,2.4975,5.6
31195:47,5.3,4.3975,6.1,5.6,0.7999999999999998,0.6024999999999983,4.8,6.202499999999998
31254:36,6.1,5,6.8,5.7,1.2999999999999998,1,4.4,6.7
31271:110,5.1,4.2,6,3.8,1.1024999999999996,1.2000000000000002,2.6975000000000002,5
31278:24,2.5,1.7,3.6,2.8,0.9999999999999998,1.1,1.8,3.9
31279:10,2.9,2,3.9,4.3,1.4,1.4000000000000004,2.9,5.7
31317:82,3.7,2.7,4.7,3.9,1.4,1.3000000000000003,2.5,5.2
31480:39,4.3,3.4,5.2,3.3,1,1.2000000000000002,2.3,4.5
31489:41,4.8,3.8,5.7,5.4,1.1000000000000005,1,4.3,6.4
31533:12,2.4,1.6,3.3,2.5,0.8,1,1.7,3.5
31917:13,2.5,2,3.1,2.3,0.8999999999999999,1.2000000000000002,1.4,3.5
31987:28,3.5,2.5,4.4,1.7,0.5999999999999999,1.0999999999999999,1.1,2.8
32005:38,3.3,2.3,4.3,2,0.6000000000000001,0.6024999999999978,1.4,2.602499999999998
32071:143,3.8,2.7,5,2,0.5025,0.6000000000000001,1.4975,2.6
3209:48,3.6,2.5975,4.6,3.6,1,0.9999999999999996,2.6,4.6
3226:17,3.6,2.5,4.7,2.3,0.9999999999999998,1.2000000000000002,1.3,3.5
32577:19,3.8,2.5,5.2,3,1.2,1.4000000000000004,1.8,4.4
32577:41,3.1,1.9,4.3,3.9,1.4,1.302499999999998,2.5,5.202499999999998
32704:46,2.7,1.9,3.5,4,1.2999999999999998,1.4000000000000004,2.7,5.4
32809:15,3.7,2.5975,4.8,4.1,0.8999999999999995,0.9000000000000004,3.2,5
32931:10,2.5,1.5,3.602499999999998,3,0.7024999999999997,0.8999999999999999,2.2975000000000003,3.9
32942:10,2.1,1.7,2.5,2.5,1.2,1.4024999999999976,1.3,3.9024999999999976
32953:16,3.6,2.5,4.8,2.9,0.7999999999999998,0.8999999999999999,2.1,3.8
32953:43,3.8,2.4,5.3,2.5,0.8999999999999999,1,1.6,3.5
32957:13,4.2,3,5.5,3.7,1,1.0999999999999996,2.7,4.8
3297:34,5.7,4.7,6.5,6.3,0.7000000000000002,0.6000000000000005,5.6,6.9
32977:37,3.4,2.2,4.8024999999999975,3.6,1.2025000000000001,1.1999999999999997,2.3975,4.8
32983:19,3.3,2.5,4.2,2.9,1.0999999999999999,1.3000000000000003,1.8,4.2
33002:13,2.3,1.5,3.202499999999998,3.2,1,1.2000000000000002,2.2,4.4
33143:60,5.5,4.6,6.3,5.7,0.6000000000000005,0.5,5.1,6.2
